bank_account_key,tdate,description,amount,classification,period_status,transaction_group,transaction_type,vendor,customer,comments,vendor_no_w9,customer_no_w9
8604Wagon,2018-12-10,QuickPay with Zelle payment to Neeraj Gupta Chase XXXXXX6534,-901,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,RepairWork,8604Wagon
8604Wagon,2018-12-13,QuickPay with Zelle payment to Neeraj Gupta (Chase Pagoda) X7521,-525,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,RepairWork,8604Wagon
8604Wagon,2018-12-14,CHECK 1002,-710,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,SignatureHeating,8604Wagon
8604Wagon,2018-12-14,CHECK 1001,-4723.77,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,8604Wagon,,County,8604Wagon
8604Wagon,2018-12-17,QuickPay with Zelle payment fromPAGODA HOMES LLC XXXXXX2655,1598.05,clean,closed,A01-Income,Exp-Repair,8604Wagon,GeneralCustomer,,8604Wagon,RMSprinkler
8604Wagon,2018-12-17,QuickPay with Zelle payment fromNEERAJ GUPTA WFCT05JYWW86,24,clean,closed,A01-Income,Exp-ProfessionalServices,8604Wagon,GeneralCustomer,,8604Wagon,Bank
8604Wagon,2018-12-17,Payment to Chase card ending in8652,-547.51,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,,ResoluteTaxServices,8604Wagon
8604Wagon,2018-12-17,Payment to Chase card ending in8652,-1598.05,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,RMSprinkler,8604Wagon
8604Wagon,2018-12-18,WELLS FARGO IFI DDA TO DDAPPD ID: INTFITRVOS,1575,clean,closed,A01-Income,Exp-Repair,8604Wagon,GeneralCustomer,,8604Wagon,ChoiceHomeWarranty
8604Wagon,2018-12-18,WELLS FARGO IFI DDA TO DDAPPD ID: INTFITRVOS,547.51,clean,closed,A01-Income,Exp-ProfessionalServices,8604Wagon,GeneralCustomer,,8604Wagon,ResoluteTaxServices
8604Wagon,2018-12-19,Payment to Chase card ending in8652,-1575,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,ChoiceHomeWarranty,8604Wagon
8604Wagon,2018-12-20,Payment to Chase card ending in8652,-24,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,,Bank,8604Wagon
8604Wagon,2018-12-21,DEPOSIT ID NUMBER XX6785,11474.96,clean,closed,C01-Capex,Capex-Acquisition,8604Wagon,GeneralCustomer,,Wagon->Sidney,12212018Key
8604Wagon,2018-12-24,Online Transfer from CHK ...8424transaction#: XXXXXX4707,1500,clean,closed,A01-Income,Exp-ProfessionalServices,8604Wagon,GeneralCustomer,,8604Wagon,Bank
8604Wagon,2018-12-24,Chase Account Opening,-1500,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,,Bank,8604Wagon
8604Wagon,2018-12-24,Online Transfer to CHK ...8424 transaction#: XXXXXX3858,-11474.96,clean,closed,C01-Capex,Capex-Acquisition,114Sidney,8604Wagon,,Wagon->Sidney,12212018Key
8604Wagon,2018-12-31,MONTHLY SERVICE FEE,-12,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,,Bank,8604Wagon
8604Wagon,2019-01-02,QuickPay with Zelle payment to Trulo Property Management LLC 771,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,,W9-TRULO,8604Wagon
8604Wagon,2019-01-02,"BANKUNITED, N.A. MTG PYMT XXX6684 WEB ID: XXXXXX7289",-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-01-03,ATM CHECK DEPOSIT 01/03 2310 COLORADO BLVD DENTON TX,1550,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-01-23,CHECK 1003,-525,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,ChoiceHomeWarranty,8604Wagon
8604Wagon,2019-01-31,MONTHLY SERVICE FEE,-12,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,,Bank,8604Wagon
8604Wagon,2019-02-01,"BANKUNITED, N.A. MTG PYMT XXX6684 WEB ID: XXXXXX7289",-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-02-04,ATM CHECK DEPOSIT 02/02 2310 COLORADO BLVD DENTON TX,1550,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-02-06,SERVICE FEE REVERSAL,12,clean,closed,A01-Income,Exp-ProfessionalServices,8604Wagon,GeneralCustomer,,8604Wagon,Bank
8604Wagon,2019-02-06,SERVICE FEE REVERSAL 2,12,clean,closed,A01-Income,Exp-ProfessionalServices,8604Wagon,GeneralCustomer,,8604Wagon,Bank
8604Wagon,2019-02-28,MONTHLY SERVICE FEE,-12,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,,Bank,8604Wagon
8604Wagon,2019-03-01,ATM CHECK DEPOSIT 03/01 2310 COLORADO BLVD DENTON TX,1550,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-03-01,CHECK 1004,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,JoplinAC,8604Wagon
8604Wagon,2019-03-04,"BANKUNITED, N.A. MTG PYMT XXX6684 WEB ID: XXXXXX7289",-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-03-12,CHECK 1005,-50,clean,closed,A01-Income,Rev-Rent,GeneralVendor,8604Wagon,,RewardCheck,8604Wagon
8604Wagon,2019-03-25,CHECK 1006,-192.5,clean,closed,A01-Income,Exp-HOA,GeneralVendor,8604Wagon,,HOA,8604Wagon
8604Wagon,2019-04-02,DEPOSIT ID NUMBER XX5321,1550,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-04-02,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-05-02,DEPOSIT ID NUMBER XX2520,1550,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-05-02,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-06-03,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-06-03,Online Transfer to CHK ...2603 transaction#: XXXXXX9610,-300,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,,W9-TRULO,8604Wagon
8604Wagon,2019-06-04,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-07-02,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-07-05,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-08-01,CHECK 1008,-50,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,HVAC,8604Wagon
8604Wagon,2019-08-02,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-08-05,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-08-07,VENMO PAYMENT XXXXXX6191 WEB ID: XXXXXX1992,-45,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,ChoiceHomeWarranty,8604Wagon
8604Wagon,2019-08-09,Online Transfer to CHK ...2603 transaction#: XXXXXX0679,-225,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,,W9-TRULO,8604Wagon
8604Wagon,2019-08-27,Payment to Chase card ending in8652,-1172,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,8604Wagon,,Insurance,8604Wagon
8604Wagon,2019-08-30,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX3245,-174.98,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,,Bank,8604Wagon
8604Wagon,2019-09-03,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-09-04,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-09-18,CHECK 1007,-192.5,clean,closed,A01-Income,Exp-HOA,GeneralVendor,8604Wagon,,HOA,8604Wagon
8604Wagon,2019-09-26,Online Transfer to CHK ...2603 transaction#: XXXXXX9875,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,,W9-TRULO,8604Wagon
8604Wagon,2019-10-02,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-10-04,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-10-31,QuickPay with Zelle payment to Trulo Property Management LLC 880,-500,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,,W9-TRULO,8604Wagon
8604Wagon,2019-11-04,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-11-06,ATM CHECK DEPOSIT 11/06 X1551 PRESTON RD FRISCO TX,11522.1,clean,closed,A01-Income,Exp-Insurance,8604Wagon,GeneralCustomer,,Insurance,11062019Key
8604Wagon,2019-11-06,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-11-07,dr due to ATM/DEP error,-11522.1,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,8604Wagon,,Insurance,11062019Key
8604Wagon,2019-11-13,Payment to Chase card ending in8652,-45,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,,ChoiceHomeWarranty,8604Wagon
8604Wagon,2019-12-03,REGIONS MORTGAGE MORT PMTPPD ID: XX-XXX9006,-486.42,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,,Lender,8604Wagon
8604Wagon,2019-12-04,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,,8604Wagon,Tenant
8604Wagon,2019-12-04,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX8753,-550,clean,closed,C01-Capex,Capex-Acquisition,GeneralVendor,8604Wagon,,8604WagonRefi,8604Wagon
8604Wagon,2019-12-09,DEPOSIT ID NUMBER XX3276,11522.1,clean,closed,A01-Income,Exp-Insurance,8604Wagon,GeneralCustomer,,Insurance,11062019Key
8604Wagon,2019-12-11,CHECK 1010,-4715.08,clean,closed,A01-Income,Exp-Taxes,GeneralVendor,8604Wagon,,County,8604Wagon
8604Wagon,2019-12-23,WELLS FARGO IFI DDA TO DDAPPD ID: INTFITRVOS,550,clean,closed,C01-Capex,Capex-Refi,8604Wagon,GeneralCustomer,,8604Wagon,Lender
8604Wagon,2019-12-31,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX6540,-3000,clean,closed,D01-Owner,Owner-Draw,Partnership,8604Wagon,,Partnership,8604Wagon
8604Wagon,2020-01-06,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
8604Wagon,2020-01-13,Online Transfer to CHK ...2603 transaction#: XXXXXX0778,-75,clean,closed,A01-Income,Exp-Mgmt,114Sidney,8604Wagon,Wagon to Sidney 01132020,Wagon->Sidney,01132020Key
8604Wagon,2020-01-13,Online Transfer to CHK ...2603 transaction#: XXXXXX8179,-225,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Wagon to Sidney 01132020,W9-TRULO,8604Wagon
8604Wagon,2020-01-24,CHECK 1009,-1990,clean,closed,C01-Capex,Capex-Install,W9-ADCOCK,8604Wagon,ROOF,W9-ADCOCK,8604Wagon
8604Wagon,2020-01-24,CHECK 1011,-5010,clean,closed,C01-Capex,Capex-Install,W9-ADCOCK,8604Wagon,ROOF,W9-ADCOCK,8604Wagon
8604Wagon,2020-02-03,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
8604Wagon,2020-02-03,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX0924,-10.26,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,Expense,Lowes,8604Wagon
8604Wagon,2020-02-03,QuickPay with Zelle payment to Trulo Property Management LLC 902,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-02-03,PENNYMAC CASH XXXXXXXXXX-0001 WEB ID: XXXXXX9351,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-02-19,CHECK 1012,-100,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,Expense,JoplinAC,8604Wagon
8604Wagon,2020-03-02,QuickPay with Zelle payment to Trulo Property Management LLC 913,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-03-02,PENNYMAC CASH XXXXXXXXXX-0003 WEB ID: XXXXXX9351,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-03-04,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
8604Wagon,2020-03-06,CHECK 1013,-192.5,clean,closed,A01-Income,Exp-HOA,GeneralVendor,8604Wagon,Expense,HOA,8604Wagon
8604Wagon,2020-03-25,Online Transfer XXXXXX2950 fromWF SEC DEPOSITE MV x3314 ######3,20000,clean,closed,B01-SecurityDeposit,Security-In,8604Wagon,MeadowSecurity,Funding,8604Wagon,MeadowSecurity
8604Wagon,2020-03-26,Online Transfer to MMA ...5798 transaction#: XXXXXX4055,-20000,clean,closed,B01-SecurityDeposit,Security-In,MedViewSD,8604Wagon,Funding,MedViewSD,8604Wagon
8604Wagon,2020-03-30,QuickPay with Zelle payment to Trulo Property Management LLC 936,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-04-01,PENNYMAC CASH XXXXXXXXXX-0004 WEB ID: XXXXXX9351,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-04-02,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
8604Wagon,2020-04-16,ONLINE DOMESTIC WIRE TRANSFER VIA: BOKF NA/XXXXX4325 A/C: TIAGO,-5000,clean,closed,C01-Capex,Capex-Acquisition,2224Heatherton,8604Wagon,Balancing entry 4/21,2224HeathertonPurchase,8604Wagon
8604Wagon,2020-04-22,Online Transfer XXXXXX1418 fromWF SEC DEPOSITE MV x3314 ######3,5000,clean,closed,B01-SecurityDeposit,Security-In,8604Wagon,MeadowSecurity,"No tenant change. Why $5,000 security deposit ? 3 deposits + 2 withdrawals of $5,000",8404Wagon,MeadowSecurity
8604Wagon,2020-04-23,Online Transfer XXXXXX0574 fromWF SEC DEPOSITE MV x3314 ######3,5000,clean,closed,B01-SecurityDeposit,Security-In,8604Wagon,MeadowSecurity,"No tenant change. Why $5,000 security deposit ? 3 deposits + 2 withdrawals of $5,000",8404Wagon,MeadowSecurity
8604Wagon,2020-04-24,Online Transfer from MMA ...5798transaction#: XXXXXX9112,5000,clean,closed,B01-SecurityDeposit,Security-In,8604Wagon,MedViewSD,"No tenant change. Why $5,000 security deposit ? 3 deposits + 2 withdrawals of $5,000",8404Wagon,MedViewSD
8604Wagon,2020-04-24,Debit Return: Online Transfer XXXXXX1418 from WF SEC DEPOSITE MV,-5000,clean,closed,B01-SecurityDeposit,Security-In,MedViewSD,8604Wagon,"No tenant change. Why $5,000 security deposit ? 3 deposits + 2 withdrawals of $5,000",MedViewSD,8604Wagon
8604Wagon,2020-04-27,Debit Return: Online Transfer XXXXXX0574 from WF SEC DEPOSITE MV,-5000,clean,closed,B01-SecurityDeposit,Security-In,MedViewSD,8604Wagon,"No tenant change. Why $5,000 security deposit ? 3 deposits + 2 withdrawals of $5,000",MedViewSD,8604Wagon
8604Wagon,2020-05-01,QuickPay with Zelle payment to Trulo Property Management LLC 936,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-05-01,PENNYMAC CASH XXXXXXXXXX-0005 WEB ID: XXXXXX9351,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-05-04,VENMO CASHOUTPPD ID: XXXXXX1992,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
8604Wagon,2020-05-05,SERVICE CHARGES FOR THE MONTH OF APRIL,-30,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,Expense,Bank,8604Wagon
8604Wagon,2020-05-12,CHECK 2341,-250,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,Heatherton to Wagon 05122020,HuyThucNguyen,8604Wagon
8604Wagon,2020-05-21,CHECK 1001,-2000,clean,closed,A01-Income,Exp-Repair,W9-JULIANDALGADO,8604Wagon,Heatherton to Wagon 05212020,W9-JULIANDALGADO,05212020Key
8604Wagon,2020-05-22,Online Transfer from CHK ...7616transaction#: XXXXXX5558,250,clean,closed,A01-Income,Exp-Repair,8604Wagon,2224Heatherton,Heatherton to Wagon 05122020,8604Wagon,2224Heatherton
8604Wagon,2020-05-26,Online Transfer from CHK ...7616transaction#: XXXXXX3331,2000,clean,closed,F01-BankTransfer,Transfer,8604Wagon,2224Heatherton,Heatherton to Wagon 05212020,W9-JULIANDALGADO,05212020Key
8604Wagon,2020-05-26,CHECK 1002,-1500,clean,closed,A01-Income,Exp-Repair,W9-JULIANDALGADO,8604Wagon,Heatherton to Wagon 05262020,W9-JULIANDALGADO,8604Wagon
8604Wagon,2020-05-27,CHECK 1031,-152.27,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,8604Wagon,Heatherton to Wagon 05272020,Utilities,8604Wagon
8604Wagon,2020-05-28,Online Transfer from CHK ...7616transaction#: XXXXXX5610,1500,clean,closed,A01-Income,Exp-Repair,8604Wagon,2224Heatherton,Heatherton to Wagon 05262020,8604Wagon,2224Heatherton
8604Wagon,2020-05-28,SERVICE FEE REVERSAL,30,clean,closed,A01-Income,Exp-ProfessionalServices,8604Wagon,GeneralCustomer,Expense,8604Wagon,Bank
8604Wagon,2020-05-28,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX8926,-21.64,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,Expense,RepairWork,8604Wagon
8604Wagon,2020-05-29,Online Transfer from CHK ...7616transaction#: XXXXXX5709,152.27,clean,closed,A01-Income,Exp-Utilities,8604Wagon,2224Heatherton,Heatherton to Wagon 05272020,8604Wagon,2224Heatherton
8604Wagon,2020-06-01,QuickPay with Zelle payment to Trulo Property Management LLC 953,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-06-01,ORIG CO NAME:PENNYMACORIG ID:XXXXXX9351 DESC DATE:Jun,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-06-01,CHECK 1003,-1400,clean,closed,A01-Income,Exp-Repair,W9-JULIANDALGADO,8604Wagon,Heatherton to Wagon 06012020,W9-JULIANDALGADO,8604Wagon
8604Wagon,2020-06-03,Online Transfer from CHK ...7616transaction#: XXXXXX3765,1400,clean,closed,A01-Income,Exp-Repair,8604Wagon,2224Heatherton,Heatherton to Wagon 06012020,8604Wagon,2224Heatherton
8604Wagon,2020-06-03,SERVICE CHARGES FOR THE MONTH OF MAY,-30,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,Expense,Bank,8604Wagon
8604Wagon,2020-06-05,ORIG CO NAME:VENMOORIG ID:XXXXXX1992 DESC DATE:,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
8604Wagon,2020-06-09,CHECK 1004,-1600,clean,closed,A01-Income,Exp-Repair,W9-JULIANDALGADO,8604Wagon,Heatherton to Wagon 06092020,W9-JULIANDALGADO,8604Wagon
8604Wagon,2020-06-11,Online Transfer from CHK ...7616transaction#: XXXXXX6348,1600,clean,closed,A01-Income,Exp-Repair,8604Wagon,2224Heatherton,Heatherton to Wagon 06092020,8604Wagon,2224Heatherton
8604Wagon,2020-06-11,CHECK 1032,-40,clean,closed,A01-Income,Exp-Cleaning,GeneralVendor,8604Wagon,Expense,JoseMowing,8604Wagon
8604Wagon,2020-06-12,Online Transfer from CHK ...7616transaction#: XXXXXX8258,50.02,clean,closed,A01-Income,Exp-Repair,8604Wagon,2224Heatherton,Heatherton to Wagon 06152020,8604Wagon,2224Heatherton
8604Wagon,2020-06-15,QuickPay with Zelle payment to Neeraj Gupta JPMXXXXX0907,-50.02,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,Heatherton to Wagon 06152020,Lowes,8604Wagon
8604Wagon,2020-06-29,CHECK 1033,-1375,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,Heatherton to Wagon 06292020,Gutters,8604Wagon
8604Wagon,2020-06-30,Online Transfer from CHK ...7616transaction#: XXXXXX4958,1375,clean,closed,A01-Income,Exp-Repair,8604Wagon,2224Heatherton,Heatherton to Wagon 06292020,8604Wagon,2224Heatherton
8604Wagon,2020-07-01,QuickPay with Zelle payment to Trulo Property Management LLC 970,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-07-01,ORIG CO NAME:PENNYMACORIG ID:XXXXXX9351 DESC DATE:Jul,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-07-06,SERVICE CHARGES FOR THE MONTH OF JUNE,-30,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,Expense,Bank,8604Wagon
8604Wagon,2020-07-08,Online Transfer from CHK ...2603transaction#: XXXXXX3550,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Sidney to Wagon 07082020,8604Wagon,Tenant
8604Wagon,2020-07-08,CHECK 1034,-175,clean,closed,A01-Income,Exp-Cleaning,GeneralVendor,8604Wagon,Expense,JoseMowing,8604Wagon
8604Wagon,2020-07-16,CHECK 1036,-93.14,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,8604Wagon,Expense,Utilities,8604Wagon
8604Wagon,2020-07-17,CHECK 1005,-48.39,clean,closed,A01-Income,Exp-Utilities,GeneralVendor,8604Wagon,Expense,Utilities,8604Wagon
8604Wagon,2020-07-27,CHECK 1035,-325,clean,closed,A01-Income,Exp-Repair,GeneralVendor,8604Wagon,Expense,RamosWindows,8604Wagon
8604Wagon,2020-08-03,QuickPay with Zelle payment to Trulo Property Management LLC 986,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-08-03,ORIG CO NAME:PENNYMACORIG ID:XXXXXX9351 DESC DATE:Aug,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-08-05,SERVICE CHARGES FOR THE MONTH OF JULY,-30,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,Bank Fee,Bank,8604Wagon
8604Wagon,2020-08-07,ORIG CO NAME:VENMO                  ORIG ID:5264681992 DESC DATE:       CO ENTRY DESCR:CASHOUT   SEC:PPD    TRACE#:091000014069172 EED:200807   IND ID:                             IND NAME:PAGODA AND MEADOW VIEW TRN: 2204069172TC,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
8604Wagon,2020-09-01,QuickPay with Zelle payment to Trulo Property Management LLC 10042306016,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-09-01,ORIG CO NAME:PENNYMAC               ORIG ID:1262049351 DESC DATE:Sep 20 CO ENTRY DESCR:CASH      SEC:WEB    TRACE#:021000020906537 EED:200901   IND ID:8028351082-0009              IND NAME:8604 Wagon TRN: 2450906537TC,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-09-03,SERVICE CHARGES FOR THE MONTH OF AUGUST,-30,clean,closed,A01-Income,Exp-ProfessionalServices,GeneralVendor,8604Wagon,Expense,Bank,8604Wagon
8604Wagon,2020-09-22,Online Transfer from CHK ...2603 transaction#: 10335661889,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Sidney to Wagon rent 09222020,8604Wagon,Tenant
8604Wagon,2020-09-22,QuickPay with Zelle payment to Neeraj Gupta JPM439295320,-1484,clean,closed,A01-Income,Exp-Insurance,GeneralVendor,8604Wagon,Expense,Insurance,8604Wagon
8604Wagon,2020-10-01,QuickPay with Zelle payment to Trulo Property Management LLC 102,-75,clean,closed,A01-Income,Exp-Mgmt,W9-TRULO,8604Wagon,Expense,W9-TRULO,8604Wagon
8604Wagon,2020-10-01,ORIG CO NAME:PENNYMACORIG ID:XXXXXX9351 DESC DATE:Oct,-843.79,clean,closed,A01-Income,Exp-Mortgage,GeneralVendor,8604Wagon,Expense,Lender,8604Wagon
8604Wagon,2020-10-05,ORIG CO NAME:VENMOORIG ID:XXXXXX1992 DESC DATE:,1650,clean,closed,A01-Income,Rev-Rent,8604Wagon,GeneralCustomer,Rent,8604Wagon,Tenant
